Title,Year,Summary,Short Summary,IMDB ID,Runtime,YouTube Trailer,Rating,Movie Poster,Director,Writers,Cast,Genres
I Remember You,2017,"After an older lady hangs herself in a church, a new psychiatrist discovers she was obsessed with the disappearance of his eight-year-old son, who vanished three years earlier. Meanwhile, three city dwellers are restoring a house when they realize it is haunted.",A story about a young man and woman who move into a small abandoned town in Iceland to renovate an old house. Little do they know the town has a dark history.,tt4966532,105,8YS8Q8joGeY,6.2,https://m.media-amazon.com/images/M/MV5BMTNhZTk5NmYtYThlMS00NGI5LWEyMmQtZjQzNTJhZDZlNjEzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,Óskar Thór Axelsson,Óskar Thór Axelsson,Ágústa Eva Erlendsdóttir|Jóhannes Haukur Jóhannesson,Thriller
My Entire High School Sinking Into the Sea,2016,"An earthquake causes a high school to float into the sea, where it slowly sinks like a shipwreck.","An earthquake causes a high school to float into the sea, where it slowly sinks like a shipwreck.",tt5538568,75,zepBuHGkiWc,6.2,https://m.media-amazon.com/images/M/MV5BMTc1ODk0NzEwNl5BMl5BanBnXkFtZTgwMjQ2MzQ1MTI@._V1_.jpg,Dash Shaw,Dash Shaw,Jason Schwartzman|Lena Dunham|Reggie Watts,Animation|Comedy|Drama
London to Brighton,2006,"It's 3:07am and two girls burst into a run down London toilet. Joanne is crying her eyes out and her clothing is ripped. Kelly's face is bruised and starting to swell. Duncan Allen lies in his bathroom bleeding to death. Duncan's son, Stuart, has found his father and wants answers. Derek, Kelly's pimp, needs to find Kelly or it will be him who pays. Kelly and Joanne need to get through the next 24 hours alive...","Desperate to evade an angry pimp, a London prostitute and a young girl flee by train to Brighton after an appointment with a powerful client goes violently wrong.",tt0490166,85,KU3G7EEFnwQ,7.0,https://m.media-amazon.com/images/M/MV5BZjMwNmEzMTQtYzNiOS00MTc4LTk0NGMtOTkxYzY0YzI3NTRhXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg,Paul Andrew Williams,Paul Andrew Williams,Georgia Groome|Johnny Harris|Lorraine Stanley,Crime|Drama|Thriller
The Great Vazquez,2010,"Is it possible to live aside of the system, thinking only about the present and oneself? A feature film about Manuel Vázquez, the best comic book author in Barcelona during the sixties, but, mainly, a man with a very particular way of living his life.","Is it possible to live aside of the system, thinking only about the present and oneself? A feature film about Manuel Vázquez, the best comic book author in Barcelona during the sixties, but...",tt1525915,106,,6.3,https://m.media-amazon.com/images/M/MV5BMjI1OTk2NzAwOF5BMl5BanBnXkFtZTgwMTAyNzI1MDE@._V1_.jpg,Óscar Aibar,Óscar Aibar,Álex Angulo|Mercè Llorens|Santiago Segura,Biography|Comedy|Drama
The Body,2012,"In the middle of the night, a guard working the night shift at the morgue located deep in the woods has a terrible car accident, and as a result, he is now in a coma, suffering multiple skull injuries and fractures. But what made the guard panic and leave his post in the first place? Furthermore, according to the register, the body of Mayka Villaverde, a beautiful well-off businesswoman, is mysteriously missing from the morgue. Presumably, Mayka died of a heart attack, nevertheless, who signed the death certificate with the autopsy pending? In the end, when in forensic medicine the principle of: ""every death is a homicide until proven otherwise"" is a basic general rule, finding out who is behind this case shrouded in mystery is going to be an arduous task.",A detective searches for the body of a femme fatale which has gone missing from a morgue.,tt1937149,108,NyE5LnY3dT0,7.6,https://m.media-amazon.com/images/M/MV5BNGMxZjFkN2EtMDRiMS00ZTBjLWI0M2MtZWUyYjFhZGViZDJlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,Oriol Paulo,Oriol Paulo,Belén Rueda|Hugo Silva|Jose Coronado,Thriller
Generation Iron 2,2017,"From the director of Generation Iron, comes the anticipated sequel that will depict 5 of the top bodybuilding and fitness mega-stars on a quest of achieving the ultimate physique and taking it to the next extreme level. In the world of social media and internet, the rules have changed as to what makes an iconic bodybuilding mass-monster. Starring Kai Greene, Calum Von Moger, Rich Piana, among others, this film will explore an all new generation of bodybuilders and how this new world, and new people, carve their own path to physique perfection.",Filmmaker Vlad Yudin follows several body builders as they struggle to find success in a competitive industry.,tt6263642,106,Q8-oU2Fb5ro,6.1,https://m.media-amazon.com/images/M/MV5BZWQ2ZWI0MDUtNmQ0NC00YjJjLTlkMWMtODg5YzgxYjAyYjc5XkEyXkFqcGdeQXVyNDMxNTQ3MTk@._V1_.jpg,Vlad Yudin,Michael Kupisk,Arnold Schwarzenegger|Kai Greene|Martyn Ford,Documentary
The Square,2017,"Christian is the respected curator of a contemporary art museum, a divorced but devoted father of two who drives an electric car and supports good causes. His next show is ""The Square"", an installation which invites passersby to altruism, reminding them of their role as responsible fellow human beings. But sometimes, it is difficult to live up to your own ideals: Christian's foolish response to the theft of his phone drags him into shameful situations. Meanwhile, the museum's PR agency has created an unexpected campaign for ""The Square"". The response is overblown and sends Christian, as well as the museum, into an existential crisis.",A prestigious Stockholm museum's chief art curator finds himself in times of both professional and personal crisis as he attempts to set up a controversial new exhibit.,tt4995790,151,zKDPrpJEGBY,7.4,https://m.media-amazon.com/images/M/MV5BMzc1MDY3NDIwMV5BMl5BanBnXkFtZTgwNzkwNzU0MzI@._V1_.jpg,Ruben Östlund,Ruben Östlund,Claes Bang|Dominic West|Elisabeth Moss,Comedy|Drama
Forgotten,2017,"Jin-Seok (Kang Ha-Neul) moves into a new home with his older brother Yoo-Seok (Kim Moo-Yul), mother (Na Young-Hee) and father (Moon Sung-Geun). Jin-Seok suffers from hypersensitivity, but with medication he is able to live normally. One rainy evening, Jin-Seok sees his older brother being thrown into a van by a group of men. After 19 days of silence, Yoo-Seok returns home, but he doesn't remember anything from his disappearance. Jin-Seok though notices enough changes in his older brother's personality and behavior that he begins to suspect that the person who has returned is not Yoo-Seok. Meanwhile, Jin-Seok keeps hearing sounds from a locked room temporarily storing the previous home owner's belongings.","Jin-Seok (Kang Ha-Neul) moves into a new home with his older brother Yoo-Seok (Kim Moo-Yul), mother (Na Young-Hee) and father (Moon Sung-Geun). Jin-Seok suffers from hypersensitivity, but ...",tt7057496,108,i5fAD6PqBMQ,7.2,https://m.media-amazon.com/images/M/MV5BMzY2OTU0NTgtMGZiZC00M2Y5LThjZjQtOTcyNWNlZDdhMjZkXkEyXkFqcGdeQXVyMTE1MTYxNDAw._V1_.jpg,Hang-jun Zhang,Hang-jun Zhang,Ha-Neul Kang|Mu-Yeol Kim|Seong-kun Mun,Mystery|Thriller
The Girl Without Hands,2016,"In hard times, a miller sells his daughter to the Devil. Protected by her purity, she escapes but is deprived of her hands. Walking away from her family, she encounters the goddess of water, a gentle gardener and the prince in his castle. A long journey towards the light...","In hard times, a miller sells his daughter to the Devil. Protected by her purity, she escapes but is deprived of her hands. Walking away from her family, she encounters the goddess of water...",tt5698496,76,pfqb097tCFw,7.0,https://m.media-amazon.com/images/M/MV5BNTQ1NmZhMjctNTA3Yi00Y2Y0LTgyN2UtNDZiM2I1ZDE4ZWM2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzAwOTA1MDM@._V1_.jpg,Sébastien Laudenbach,Jacob Grimm,Anaïs Demoustier|Jérémie Elkaïm,Animation|Action|Adventure
Same Kind of Different as Me,2017,"International art dealer Ron Hall must befriend a dangerous homeless man in order to save his struggling marriage to his wife, a woman whose dreams will lead all three of them on the journey of their lives.","International art dealer Ron Hall must befriend a dangerous homeless man in order to save his struggling marriage to his wife, a woman whose dreams will lead all three of them on the journey of their lives.",tt1230168,119,PltWQ8kQe04,6.3,https://m.media-amazon.com/images/M/MV5BY2JhZjU1YWQtM2RmYi00ZjY3LWFhYzktNTk0ZGZkNjBkYzI2XkEyXkFqcGdeQXVyNjAwOTYzMjM@._V1_.jpg,Michael Carney,Michael Carney,Greg Kinnear|Renée Zellweger,Drama
Meester Kikker,2016,The classroom is astonished when their teacher tells them his big secret: sometimes he turns into a frog. Two kids see it as their task to protect his secret.. and to keep him out of the beak of a stork.,The classroom is astonished when their teacher tells them his big secret: sometimes he turns into a frog. Two kids see it as their task to protect his secret.. and to keep him out of the beak of a stork.,tt4923200,86,WfZHRrki0_A,6.4,https://m.media-amazon.com/images/M/MV5BYmI2OTk1ODItZmIxYy00ODIyLWEyNjktOWFmYTkwZTNjNjc2XkEyXkFqcGdeQXVyMTkxODQ4MDg@._V1_.jpg,Anna van der Heide,Mieke de Jong,Bobby van Vleuten|Yenthe Bos,Family|Fantasy
Marrowbone,2017,"A young man and his three younger siblings, who have kept secret the death of their beloved mother in order to remain together, are plagued by a sinister presence in the sprawling manor in which they live.","A young man and his three younger siblings, who have kept secret the death of their beloved mother in order to remain together, are plagued by a sinister presence in the sprawling manor in which they live.",tt5886440,110,cYz5sL9pbxU,6.6,https://m.media-amazon.com/images/M/MV5BMzA5NDM1MjMzNl5BMl5BanBnXkFtZTgwNDUyMTA4NDM@._V1_.jpg,Sergio G. Sánchez,Sergio G. Sánchez,Anya Taylor-Joy|Charlie Heaton|George MacKay,Drama|Horror|Thriller
Wonder Wheel,2017,"In the hustle and bustle of 1950s Coney Island, where the buzzing crowd comes and goes trudging slowly over the wooden boardwalks, silent stories of the everyday toilers who give life to the attraction unfold. Somewhere in a clam bar, there's the sad waitress Ginny, a one-time actress and now a suffering wife who's been given a second chance by the side of the well-intentioned but uncouth carousel operator, Humpty. On the other hand, there's Humpty's 26-year-old estranged daughter, Carolina, who left the familial nest and a preordained future seeking adventure as a mobster's wife; only to return home with her wings broken, begging for forgiveness. And from the lifeguard's high tower, where all is in plain sight, the young and charming lifesaver and hopeful playwright, Mickey, is the inadvertent but potent catalyst that binds everything together. Shattered dreams, reckless love and betrayal, all under the bright lights of Coney Island.","On Coney Island in the 1950s, a lifeguard tells the story of a middle-aged carousel operator, his beleaguered wife, and the visitor who turns their lives upside-down.",tt5825380,101,jsQ7633OZNc,6.2,https://m.media-amazon.com/images/M/MV5BMTA2NjAyMDIzMzleQTJeQWpwZ15BbWU4MDg1NTEwNjMy._V1_.jpg,Woody Allen,Woody Allen,Juno Temple|Justin Timberlake|Robert C. Kirk,Drama
The Disaster Artist,2017,"Aspiring actor Greg Sestero befriends the eccentric Tommy Wiseau. The two travel to L.A, and when Hollywood rejects them, Tommy decides to write, direct, produce and star in their own movie. That movie is The Room, which has attained cult status as the ""Citizen Kane"" of bad movies.","When Greg Sestero, an aspiring film actor, meets the weird and mysterious Tommy Wiseau in an acting class, they form a unique friendship and travel to Hollywood to make their dreams come true.",tt3521126,104,sPSJYXi7BWA,7.6,https://m.media-amazon.com/images/M/MV5BOGNkMzliMGMtMDI5Ni00OTZkLTgyMTYtNzk5ZTY1NjVhYjVmXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_.jpg,James Franco,Scott Neustadter,Dave Franco|James Franco,Biography
The Man Who Invented Christmas,2017,"In 1843, the celebrated British novelist, Charles Dickens, is at a low point in his career with three flops behind him and his family expenses piling up at home. Determined to recover, Dickens decides to write a Christmas story and self-publish it in less than two months. As Dickens labors writing on such short notice, his estranged father and mother come to bunk with him. Still haunted by painful memories of his father ruining his childhood by his financial irresponsibly, Dickens develops a writer's block which seems to have no solution. As such, Dickens must face his personal demons epitomized through his characters, especially in his imagined conversations with Ebenezer Scrooge. Now with a looming deadline, Dickens struggles for inspiration against his frustrations and his characters' opinions in a literary challenge creating a classic tale that would define the essential soul of modern Christmas.","The journey that led to Charles Dickens' creation of &quot;A Christmas Carol,&quot; a timeless tale that would redefine Christmas.",tt6225520,104,UxcnYR3mcPU,7.0,https://m.media-amazon.com/images/M/MV5BZDRjZWZlNjAtYjM1ZS00ZjAyLWE4MmEtNWVmNzZiNTYzOThjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,Bharat Nalluri,Susan Coyne,Dan Stevens|Mark Schrier,Animation|Biography|Comedy
Raw,2016,"Justine is a first-year veterinary student. Her elder sister is studying the same course at the university. Justine was raised a strict vegetarian but, as part of the hazing rituals, is forced to eat meat. Initially this has adverse effects but she soon develops a craving for meat...particularly human flesh.","Forced to eat meat during a college hazing, a young vegetarian develops an unbidden taste for meat that drives her down a dark path.",tt4954522,99,gFlXVX2af_Y,7.0,https://m.media-amazon.com/images/M/MV5BMTU3MDUxMDI0MV5BMl5BanBnXkFtZTgwMzk3OTg3MDI@._V1_.jpg,Julia Ducournau,Julia Ducournau,Ella Rumpf|Garance Marillier|Rabah Nait Oufella,Drama|Horror
I Called Him Morgan,2016,"On a snowy night in February 1972, celebrated jazz musician Lee Morgan was shot dead by his common-law wife Helen during a gig at a club in New York City. The murder sent shockwaves through the jazz community, and the memory of the event still haunts those who knew the Morgans. This feature documentary by Swedish filmmaker Kasper Collin is a love letter to two unique personalities and the music that brought them together. A film about love, jazz and America.","An exploration of the relationship between jazz trumpeter Lee Morgan and his common-law wife Helen, who was implicated in his murder in 1972.",tt4170344,92,yxLByThNvWU,7.2,https://m.media-amazon.com/images/M/MV5BZTU1YjlmZmMtMjcxNy00ZWJjLWJmNmEtMGE5NGFkYWViMzUwXkEyXkFqcGdeQXVyNTU5NDMxNjM@._V1_.jpg,Kasper Collin,Kasper Collin,Helen Morgan|Lee Morgan|Wayne Shorter,Action
The Women's Balcony,2016,A bar mitzvah mishap causes a major rift in a devout Orthodox community in Jerusalem.,A bar mitzvah mishap causes a major rift in a devout Orthodox community in Jerusalem.,tt5974460,96,heG--uvK-i4,6.6,https://m.media-amazon.com/images/M/MV5BN2Y0NWIyOTUtNjNhZC00ZDYxLWI2NjctN2E2MDkzY2YyOTEyL2ltYWdlXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_.jpg,Emil Ben-Shimon,Shlomit Nehama,Evelin Hagoel|Igal Naor|Orna Banai,Drama
Giant,2017,"Having fought in the First Carlist War, Martin returns to his family farm in Gipuzkoa only to find that his younger brother, Joaquín, towers over him in height. Convinced that everyone will want to pay to see the tallest man on Earth, the siblings set out on a long trip all over Europe, during which ambition, money and fame will forever change the family's fate. A story based on true events.","A story about the world's tallest man, this is an unsettling Basque-language period drama focused on sibling rivalry.",tt5693136,114,elMP6PqGBo0,6.8,https://m.media-amazon.com/images/M/MV5BMWU2ZjVhNDEtNGMwMy00MDVhLWJkNWQtYWMxNjI4ZjM5NzY5XkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_.jpg,Aitor Arregi,Aitor Arregi,Iñigo Aranburu|Ramón Agirre,Adventure|Drama
The Last Laugh,2016,"Feature documentary about humor and the Holocaust, examining whether it is ever acceptable to use humor in connection with a tragedy of that scale, and the implications for other seemingly off-limits topics in a society that prizes free speech.","World famous comedians including Mel Brooks, Sarah Silverman, and Gilbert Gottfried pitch in with their own views on the boundaries of comedy.",tt2102508,88,mzvz9OOqqdM,7.0,https://m.media-amazon.com/images/M/MV5BODkwNjQ4NzMwOV5BMl5BanBnXkFtZTgwNTcyMTkxMTI@._V1_.jpg,Ferne Pearlstein,Robert Edwards,Gilbert Gottfried|Klara Firestone|Renee Firestone,Documentary
Human Flow,2017,"Over 65 million people around the world have been forced from their homes to escape famine, climate change and war in the greatest human displacement since World War II. Human Flow, an epic film journey led by the internationally renowned artist Ai Weiwei, gives a powerful visual expression to this massive human migration. The documentary elucidates both the staggering scale of the refugee crisis and its profoundly personal human impact. Captured over the course of an eventful year in 23 countries, the film follows a chain of urgent human stories that stretches across the globe in countries including Afghanistan, Bangladesh, France, Greece, Germany, Iraq, Israel, Italy, Kenya, Mexico, and Turkey. Human Flow is a witness to its subjects and their desperate search for safety, shelter and justice: from teeming refugee camps to perilous ocean crossings to barbed-wire borders; from dislocation and disillusionment to courage, endurance and adaptation; from the haunting lure of lives left ...",Human Flow is director and artist Ai Weiwei's detailed and heartbreaking exploration into the global refugee crisis.,tt6573444,140,DVZGyTdk_BY,6.9,https://m.media-amazon.com/images/M/MV5BMTU4ODI2NjIzNF5BMl5BanBnXkFtZTgwNDQwMzUyMzI@._V1_.jpg,Ai Weiwei,Chin-Chin Yap,Hiba Abed|Israa Abboud,Documentary
"Burn Motherfucker, Burn!",2017,Explores the roots of civil unrest in California and the relationship between African Americans and LAPD.,Explores the roots of civil unrest in California and the relationship between African Americans and LAPD.,tt6175670,99,tx4vKHTNuAc,6.5,https://m.media-amazon.com/images/M/MV5BMTU1N2RmZWEtYWE2ZS00ZDYxLThkNWMtNjM2YzY2YmMyYTIwXkEyXkFqcGdeQXVyMjgxNTk4MzM@._V1_.jpg,Sacha Jenkins,Alex Alonso,B-Real,Thriller
In This Corner of the World,2016,"Set in Hiroshima during World War II, an eighteen-year-old girl gets married and now has to prepare food for her family despite the rationing and lack of supplies. As she struggles with the daily loss of life's amenities she still has to maintain the will to live.","Set in Hiroshima during World War II, an eighteen-year-old girl gets married and now has to prepare food for her family despite the rationing and lack of supplies. As she struggles with the...",tt4769824,129,sDPRMcZs5Lw,7.9,https://m.media-amazon.com/images/M/MV5BYmM5Y2RhNzQtYjUwOC00ZTE4LTg0OTAtZDhhMjQ3N2JkMzZiXkEyXkFqcGdeQXVyNjc2NTgzMzc@._V1_.jpg,Sunao Katabuchi,Sunao Katabuchi,Kira Buckland|Non,Animation|Drama|History
Graduation,2016,"Romeo Aldea (49), a physician living in a small mountain town in Transylvania, has raised his daughter Eliza with the idea that once she turns 18, she will leave to study and live abroad. His plan is close to succeeding - Eliza has won a scholarship to study psychology in the UK. She just has to pass her final exams - a formality for such a good student. On the day before her first written exam, Eliza is assaulted in an attack that could jeopardize her entire future. Now Romeo has to make a decision. There are ways of solving the situation, but none of them using the principles he, as a father, has taught his daughter.",A film about compromises and the implications of the parent's role.,tt4936450,128,dlxGMOJ0jK0,7.4,https://m.media-amazon.com/images/M/MV5BMTc5ODUyNzA3OF5BMl5BanBnXkFtZTgwNjU5OTM2ODE@._V1_.jpg,Cristian Mungiu,Cristian Mungiu,Adrian Titieni|Lia Bugnar|Maria Dragus,Drama
The Battleship Island,2017,"During the Japanese colonial era, roughly 400 Korean people, who were forced onto Battleship Island (""Hashima Island"") to mine for coal, attempt to a dramatic escape.","During the Japanese colonial era, roughly 400 Korean people, who were forced onto Battleship Island (&quot;Hashima Island&quot;) to mine for coal, attempt to a dramatic escape.",tt5969696,132,GmA2YIWRF0M,7.2,https://m.media-amazon.com/images/M/MV5BZDEwMDIxYzMtMGNhNC00MjJkLTkyODktOWUxMjlhYzBlMGE0XkEyXkFqcGdeQXVyNjQ3ODkxMjE@._V1_.jpg,Seung-wan Ryoo,Seung-wan Ryoo,Ji-seob So|Joong-Ki Song|Jung-min Hwang,Action|Drama
The Death of Stalin,2017,"In early-1953 Moscow, under the Great Terror's heavy cloak of state paranoia, the ever-watchful Soviet leader, Joseph Stalin, collapses unexpectedly of a brain haemorrhage. Inevitably, when his body is discovered in the following morning, a frenetic surge of raw panic spreads like a virus in the senior members of the Council of Ministers, as they scramble to maintain order, weed out the competition, and, ultimately, take power. But in the middle of a gut-wrenching roller-coaster of incessant plotting, tireless machinations, and frail allegiances, absolutely no one is safe; not even the feared chief of the secret police, Lavrenti Beria. In the end, who will prevail after the death of Stalin?",Follows the Soviet dictator's last days and depicts the chaos of the regime after his death.,tt4686844,107,kPpXFnHoC-0,7.2,https://m.media-amazon.com/images/M/MV5BMTcxMDc1NjcyNl5BMl5BanBnXkFtZTgwNDU0NDYxMzI@._V1_.jpg,Armando Iannucci,Armando Iannucci,Simon Russell Beale|Steve Buscemi,Comedy|Drama|History
Paradox,2017,"Hong Kong police negotiator Lee Chung-Chi has learned that his 16 year old daughter Wing-Chi has disappeared while in Thailand. He travels to Thailand and teams up with Chinese officer Tsui Kit and his partner, Tak, as they face off against American gangster Sacha, who is operating a black market organ smuggling ring. A series of clues lead Chung-Chi to not only learn the fate of his daughter, but overcome the odds to stop the ring once and for all.",A tough Hong Kong cop's 16 y.o. daughter disappears in Pattaya. He goes to Thailand to find her and must deal with corrupt cops but an honest one helps him track down culprits involved in illegal organ trafficking.,tt7245176,101,zoO-fSUekZE,6.7,https://m.media-amazon.com/images/M/MV5BMTEzYzczMTctNTJhMy00YTdiLWJkZTAtNGM0YzYyMjMyY2VmXkEyXkFqcGdeQXVyNjgwNTk4Mg@@._V1_.jpg,Wilson Yip,Nick Cheuk,Ka Tung Lam|Louis Koo|Yue Wu,Action|Crime|Drama
Z-O-M-B-I-E-S,2018,"Disney's ""ZOMBIES"" is a music and dance filled story set in the fictitious world of Seabrook, a cookie-cutter community brimming with perky conformity, 50 years after a zombie apocalypse. Today, the zombies pose no threat, but are required to live in Zombietown, an isolated, rundown community infused with their unique creative spirit. When zombies are finally allowed to enroll in Seabrook High School, the charming, charismatic zombie Zed, who is determined to play football, meets freshman Addison, who dreams of being a cheerleader - the ultimate form of status in Seabrook. Addison takes a lot of flak for befriending Zed and his zombie friends, but comes to learn that zombies and cheerleaders aren't so different after all. Zed and Addison work together to show Seabrook what they can achieve when they embrace their differences and celebrate what makes them a community.","Students from Zombietown are transferred to a high school in a suburban town preoccupied with uniformity, traditions and pep rallies.",tt6878820,94,sA93QG5Tqpw,6.6,https://m.media-amazon.com/images/M/MV5BMTczMTQ1ODAyNl5BMl5BanBnXkFtZTgwMjU2NzY2NDM@._V1_.jpg,Paul Hoen,David Light,Meg Donnelly|Milo Manheim,Family|Musical|Romance
2048: Nowhere to Run,2017,"Gentle Sapper, a replicant, unleashes his true power when he sees his loved ones in trouble.","Gentle Sapper, a replicant, unleashes his true power when he sees his loved ones in trouble.",tt7387408,5,9TOx_7H2PXQ,6.9,https://m.media-amazon.com/images/M/MV5BYzMyMjA1OTktNmRiZS00ZjFlLTg4YmItZjhhNTY0Mjc1MzExXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,Luke Scott,Hampton Fancher,Dave Bautista|Gerard Miller,Action|Sci-Fi
A Taxi Driver,2017,"May 1980. A Seoul taxi driver named Man-seob (SONG Kang-ho) comes across an offer too good to be true. If he drives a foreign passenger from Seoul down to Gwangju and back again before the curfew, he'll be paid the unthinkable sum of 100,000 won - enough to cover several months of unpaid rent. Without stopping to ask the details, he picks up the German reporter Peter (Thomas Kretschmann) and sets off along the highway. Although stopped by police roadblocks at the edge of Gwangju, Man-seob is desperate to earn his taxi fare, and eventually manages to find a way into the city. There they encounter students and ordinary citizens taking part in large-scale demonstrations against the government. Man-seob, alarmed by the danger in the air, pleads with Peter to go quickly back to Seoul. But Peter ignores him, and with the help of a university student Jae-sik (RYU Jun-yeol) and a Gwangju taxi driver named HWANG (YOO Hai-jin), begins shooting with his news camera. As time passes the situation ...","A widowed father and taxi driver who drives a German reporter from Seoul to Gwangju to cover the 1980 uprising, soon finds himself regretting his decision after being caught in the violence around him.",tt6878038,137,bB7z4Xn5oNA,7.9,https://m.media-amazon.com/images/M/MV5BMTA5ZGE4ZTQtYjVjOS00MTllLTkwZWEtYzQ5NzljMWJkYWE4XkEyXkFqcGdeQXVyMTk0NTY2ODQ@._V1_.jpg,Hun Jang,Yu-na Eom,Hae-jin Yoo|Kang-ho Song|Thomas Kretschmann,Action|Drama|History
Midnight Runners,2017,"Hwang Ki Joon, Mr Action, and Kang Hee Yeol, Mr Bookworm, are two best friends but contradictory students at Korean National Police University. They accidentally witness a kidnapping and decide to work together to track it down.","Two friends who are students at Korean National Police University, find themselves in an endless race against time after they witness a kidnapping and decide to use their knowledge.",tt7056732,109,cyVk51ksx4o,7.1,https://m.media-amazon.com/images/M/MV5BZDE5Zjc3NjUtNmYwYS00M2IxLWFjMGMtYmI3ZWNkOTZmNWExXkEyXkFqcGdeQXVyNTAwNzc3ODg@._V1_.jpg,Joo-hwan Kim,Joo-hwan Kim,Ha-Neul Kang|Ha-seon Park|Seo-Joon Park,Action|Comedy|Crime
2036: Nexus Dawn,2017,Niander Wallace demonstrates the merits of a new type of Nexus to the LAPD.,Niander Wallace demonstrates the merits of a new type of Nexus to the LAPD.,tt7326248,6,eERvAOWK6R4,7.0,https://m.media-amazon.com/images/M/MV5BMGYzMzhmODgtMjFlYy00MzUwLTlhNzctMzkxNTQzYzY0YzFlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,Luke Scott,Brian A. Alexander,Benedict Wong|Jared Leto,Sci-Fi
Lucknow Central,2017,"The story is set in the backdrop of a jail, with music at its core. Walls might muffle them but cages only reverberate them louder. Situated deep in the heartland of India, within the by-lanes of Lucknow is story of a man who had something to say. Or should we say sing.","When an innocent man aspiring to be a musician is framed for committing a murder, he decides to form a music band with his co-prisoners for a competition, but his real intention seems to be different.",tt5697870,133,KAQvmBSzHlI,6.1,https://m.media-amazon.com/images/M/MV5BNjIyNTE5ZGQtMzgyYy00ZGI3LWI0MjktOTJhMTczYWZmZTExXkEyXkFqcGdeQXVyNTg3MzU3ODQ@._V1_.jpg,Ranjit Tiwari,Aseem Arora,Diana Penty|Farhan Akhtar,Action
Bright Lights: Starring Carrie Fisher and Debbie Reynolds,2016,"Carrie Fisher and Debbie Reynolds star in a tender portrait of Hollywood royalty in all its eccentricity. From the red carpet to the back alleys behind it, the documentary is about the bonds of family love, which are beautifully bitter-sweet.","An intimate portrait of actress Debbie Reynolds and her relationship with her beloved children, Carrie Fisher and Todd Fisher.",tt5651050,95,K97Rthh-qmk,8.0,https://m.media-amazon.com/images/M/MV5BMzllYTQwNDYtNGRhNy00MDIzLWI5ZTQtNTA0ZTY2ZGU1NjFhL2ltYWdlXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_.jpg,Alexis Bloom,Debbie Reynolds,Todd Fisher,Drama
The Happiest Day in the Life of Olli Mäki,2016,"The true story of Olli Mäki, the famous Finnish boxer who had a shot at the 1962 World Featherweight title. Immensely talented and equally modest, Olli's small town life is transformed when he is swept into national stardom and suddenly regarded as a symbol of his country. There's only one problem: Olli has just fallen in love. Inside of the ring, it's Finland vs. the USA, but outside, boxing and romance become unlikely adversaries vying for Olli's attention. This charming feature debut from Juho Kuosmanen was awarded the Un Certain Regard Prize at the Cannes Film Festival.","The true story of Olli Mäki, the famous Finnish boxer who had a shot at the 1962 World Featherweight title.",tt4771932,92,jxBGb-YY5Vs,7.2,https://m.media-amazon.com/images/M/MV5BMjg3MjdkZmQtZmMzOS00OTg3LWI1ODgtNzE5NTA5NzdhNGFmL2ltYWdlXkEyXkFqcGdeQXVyNjgxODk1MTM@._V1_.jpg,Juho Kuosmanen,Juho Kuosmanen,Eero Milonoff|Jarkko Lahti|Oona Airola,Drama|Romance|Sport
Chris Rock: Tamborine,2018,"Chris Rock takes the stage in Brooklyn for a comedy special filled with searing observations on fatherhood, infidelity and American politics.","Chris Rock takes the stage in Brooklyn for a comedy special filled with searing observations on fatherhood, infidelity and American politics.",tt8005338,64,Iz46th3HSMU,6.5,https://m.media-amazon.com/images/M/MV5BMGQ5NWJmMDktMDMxNS00ZWQzLWEzNjgtZWU5NjE0ZmZjYjc0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,Bo Burnham,Chris Rock,Chris Rock,Comedy
